step,train_loss,val_loss
0,10.921597480773926,10.91645622253418
1,10.900440216064453,nan
2,10.853671073913574,nan
3,10.7957124710083,nan
4,10.717558860778809,nan
5,10.638371467590332,nan
6,10.529596328735352,nan
7,10.41369342803955,nan
8,10.340896606445312,nan
9,10.26231575012207,nan
10,10.18369197845459,nan
11,10.108797073364258,nan
12,10.018089294433594,nan
13,9.967835426330566,nan
14,9.911328315734863,nan
15,9.859848022460938,nan
16,9.80661392211914,nan
17,9.75107192993164,nan
18,9.719334602355957,nan
19,9.679862022399902,nan
20,9.647159576416016,nan
21,9.619065284729004,nan
22,9.601324081420898,nan
23,9.56084156036377,nan
24,9.51050853729248,nan
25,9.513155937194824,nan
26,9.500327110290527,nan
27,9.467123985290527,nan
28,9.436189651489258,nan
29,9.426595687866211,nan
30,9.403756141662598,nan
31,9.381620407104492,nan
32,9.367755889892578,nan
33,9.356743812561035,nan
34,9.300113677978516,nan
35,9.295980453491211,nan
36,9.287375450134277,nan
37,9.23421859741211,nan
38,9.248729705810547,nan
39,9.176368713378906,nan
40,9.148059844970703,nan
41,9.116430282592773,nan
42,9.096956253051758,nan
43,9.051175117492676,nan
44,9.02458381652832,nan
45,8.991842269897461,nan
46,8.950121879577637,nan
47,8.896158218383789,nan
48,8.864689826965332,nan
49,8.844494819641113,nan
50,8.786802291870117,nan
51,8.766066551208496,nan
52,8.738323211669922,nan
53,8.70693588256836,nan
54,8.624926567077637,nan
55,8.630369186401367,nan
56,8.56147289276123,nan
57,8.557106971740723,nan
58,8.539016723632812,nan
59,8.47012710571289,nan
60,8.47811222076416,nan
61,8.375265121459961,nan
62,8.37051773071289,nan
63,8.333250045776367,nan
64,8.281047821044922,nan
65,8.251564025878906,nan
66,8.215396881103516,nan
67,8.172968864440918,nan
68,8.127985954284668,nan
69,8.103074073791504,nan
70,8.064159393310547,nan
71,8.022767066955566,nan
72,7.975110054016113,nan
73,8.004618644714355,nan
74,7.943706512451172,nan
75,7.954298496246338,nan
76,7.871333122253418,nan
77,7.823178291320801,nan
78,7.803302764892578,nan
79,7.724507808685303,nan
80,7.725672245025635,nan
81,7.700879096984863,nan
82,7.687581539154053,nan
83,7.654135704040527,nan
84,7.621589183807373,nan
85,7.621356010437012,nan
86,7.6638503074646,nan
87,7.564730644226074,nan
88,7.523443222045898,nan
89,7.491581916809082,nan
90,7.46755313873291,nan
91,7.47758674621582,nan
92,7.438771724700928,nan
93,7.416597843170166,nan
94,7.373187065124512,nan
95,7.39730978012085,nan
96,7.386693477630615,nan
97,7.3728156089782715,nan
98,7.397640228271484,nan
99,7.332967758178711,nan
100,7.3093976974487305,nan
101,7.337817192077637,nan
102,7.316642761230469,nan
103,7.239753723144531,nan
104,7.249586582183838,nan
105,7.235512733459473,nan
106,7.20829963684082,nan
107,7.241434097290039,nan
108,7.212579727172852,nan
109,7.214044094085693,nan
110,7.215158462524414,nan
111,7.210508346557617,nan
112,7.175254821777344,nan
113,7.169303894042969,nan
114,7.129672050476074,nan
115,7.103394031524658,nan
116,7.168073654174805,nan
117,7.071774482727051,nan
118,7.099080562591553,nan
119,7.081740379333496,nan
120,7.083188533782959,nan
121,7.018454074859619,nan
122,7.042463302612305,nan
123,6.983006954193115,nan
124,7.012259483337402,nan
125,6.960755825042725,nan
126,7.041078090667725,nan
127,6.989678382873535,nan
128,6.929445266723633,nan
129,6.967320919036865,nan
130,6.958866119384766,nan
131,6.953308582305908,nan
132,7.022699356079102,nan
133,6.848221778869629,nan
134,6.904867172241211,nan
135,6.869220733642578,nan
136,6.849798202514648,nan
137,6.9085612297058105,nan
138,6.826603412628174,nan
139,6.818830490112305,nan
140,6.817008018493652,nan
141,6.820590019226074,nan
142,6.787934303283691,nan
143,6.748039722442627,nan
144,6.766286849975586,nan
145,6.78917121887207,nan
146,6.745298862457275,nan
147,6.738199710845947,nan
148,6.725787162780762,nan
149,6.703803062438965,nan
150,6.727867126464844,nan
151,6.712131500244141,nan
152,6.716599941253662,nan
153,6.7038044929504395,nan
154,6.731627464294434,nan
155,6.689266204833984,nan
156,6.683617115020752,nan
157,6.6940789222717285,nan
158,6.662736892700195,nan
159,6.652702331542969,nan
160,6.606555938720703,nan
161,6.584048271179199,nan
162,6.647789478302002,nan
163,6.610899925231934,nan
164,6.5882086753845215,nan
165,6.562982559204102,nan
166,6.561635494232178,nan
167,6.558506011962891,nan
168,6.560480117797852,nan
169,6.580012321472168,nan
170,6.59820556640625,nan
171,6.5582170486450195,nan
172,6.602438449859619,nan
173,6.547152996063232,nan
174,6.602250099182129,nan
175,6.5523552894592285,nan
176,6.500305652618408,nan
177,6.559123516082764,nan
178,6.573360443115234,nan
179,6.523705959320068,nan
180,6.510837078094482,nan
181,6.505198955535889,nan
182,6.497054100036621,nan
183,6.574446201324463,nan
184,6.462830543518066,nan
185,6.474483966827393,nan
186,6.508869647979736,nan
187,6.410350799560547,nan
188,6.499627113342285,nan
189,6.42856502532959,nan
190,6.409366130828857,nan
191,6.432764053344727,nan
192,6.429471492767334,nan
193,6.435626983642578,nan
194,6.493298053741455,nan
195,6.44342565536499,nan
196,6.430840969085693,nan
197,6.4063286781311035,nan
198,6.42685604095459,nan
199,6.400524616241455,nan
200,6.42779541015625,nan
201,6.4442572593688965,nan
202,6.397605895996094,nan
203,6.363806247711182,nan
204,6.327266216278076,nan
205,6.37894344329834,nan
206,6.360797882080078,nan
207,6.298023223876953,nan
208,6.406614780426025,nan
209,6.388886451721191,nan
210,6.337621212005615,nan
211,6.299764156341553,nan
212,6.332530975341797,nan
213,6.343852996826172,nan
214,6.304353713989258,nan
215,6.324913024902344,nan
216,6.328970909118652,nan
217,6.2897047996521,nan
218,6.371642112731934,nan
219,6.314877510070801,nan
220,6.326783180236816,nan
221,6.336565017700195,nan
222,6.281667709350586,nan
223,6.338071346282959,nan
224,6.274453163146973,nan
225,6.270084857940674,nan
226,6.282125473022461,nan
227,6.2630085945129395,nan
228,6.279257774353027,nan
229,6.256667613983154,nan
230,6.2892842292785645,nan
231,6.240614891052246,nan
232,6.219326972961426,nan
233,6.269969463348389,nan
234,6.234706401824951,nan
235,6.247074127197266,nan
236,6.230987548828125,nan
237,6.201010704040527,nan
238,6.1575822830200195,nan
239,6.1806182861328125,nan
240,6.246923446655273,nan
241,6.175862789154053,nan
242,6.236531734466553,nan
243,6.20463752746582,nan
244,6.226779460906982,nan
245,6.186542510986328,nan
246,6.086728096008301,nan
247,6.16405725479126,nan
248,6.223212718963623,nan
249,6.1764936447143555,nan
250,6.2635040283203125,6.153326988220215
251,6.125640869140625,nan
252,6.122030735015869,nan
253,6.171626091003418,nan
254,6.133894443511963,nan
255,6.1388468742370605,nan
256,6.154008865356445,nan
257,6.114790916442871,nan
258,6.135199546813965,nan
259,6.156699180603027,nan
260,6.094107627868652,nan
261,6.155895233154297,nan
262,6.124308109283447,nan
263,6.098196029663086,nan
264,6.094746112823486,nan
265,6.098067283630371,nan
266,6.1002583503723145,nan
267,6.065545558929443,nan
268,6.105258941650391,nan
269,6.089065074920654,nan
270,6.119063377380371,nan
271,6.097497940063477,nan
272,5.946959018707275,nan
273,6.097689628601074,nan
274,6.077823162078857,nan
275,6.0977654457092285,nan
276,6.135541915893555,nan
277,6.094415664672852,nan
278,6.102473258972168,nan
279,6.045151710510254,nan
280,6.0803303718566895,nan
281,6.068531036376953,nan
282,6.064266681671143,nan
283,6.024232387542725,nan
284,6.03018856048584,nan
285,6.0810699462890625,nan
286,5.99652099609375,nan
287,6.038634777069092,nan
288,6.063773155212402,nan
289,6.049858093261719,nan
290,6.0063018798828125,nan
291,6.000418663024902,nan
292,6.021826267242432,nan
293,6.020758152008057,nan
294,5.997842788696289,nan
295,5.964760780334473,nan
296,5.939385890960693,nan
297,5.958754539489746,nan
298,5.967432022094727,nan
299,5.964338779449463,nan
300,5.990790367126465,nan
301,5.972759246826172,nan
302,5.96116304397583,nan
303,5.977989673614502,nan
304,5.994035720825195,nan
305,5.939022064208984,nan
306,5.965816497802734,nan
307,5.986612319946289,nan
308,5.942601680755615,nan
309,5.9633941650390625,nan
310,5.926051616668701,nan
311,5.954051971435547,nan
312,5.957485198974609,nan
313,5.938690662384033,nan
314,5.917924880981445,nan
315,5.979351043701172,nan
316,5.973933696746826,nan
317,5.926355361938477,nan
318,5.916531562805176,nan
319,5.914768218994141,nan
320,5.924069404602051,nan
321,5.89768123626709,nan
322,5.924834251403809,nan
323,5.918868064880371,nan
324,5.890824317932129,nan
325,5.874100685119629,nan
326,5.888406276702881,nan
327,5.862588882446289,nan
328,5.92779541015625,nan
329,5.903081893920898,nan
330,5.881350517272949,nan
331,5.856749534606934,nan
332,5.947319984436035,nan
333,5.863025665283203,nan
334,5.873401641845703,nan
335,5.8111796379089355,nan
336,5.851790904998779,nan
337,5.872752666473389,nan
338,5.831969261169434,nan
339,5.817931652069092,nan
340,5.76521110534668,nan
341,5.958016872406006,nan
342,5.869162082672119,nan
343,5.800772666931152,nan
344,5.813823699951172,nan
345,5.795470237731934,nan
346,5.822533130645752,nan
347,5.781869411468506,nan
348,5.8187103271484375,nan
349,5.789910793304443,nan
350,5.760910987854004,nan
351,5.880348205566406,nan
352,5.825093746185303,nan
353,5.833052635192871,nan
354,5.808212757110596,nan
355,5.845023155212402,nan
356,5.73539400100708,nan
357,5.776515483856201,nan
358,5.703038692474365,nan
359,5.764822483062744,nan
360,5.790742874145508,nan
361,5.721095085144043,nan
362,5.763854026794434,nan
363,5.802180290222168,nan
364,5.778034210205078,nan
365,5.792708396911621,nan
366,5.771866798400879,nan
367,5.749797821044922,nan
368,5.77610969543457,nan
369,5.7021942138671875,nan
370,5.781963348388672,nan
371,5.731964588165283,nan
372,5.719306945800781,nan
373,5.73335075378418,nan
374,5.79272985458374,nan
375,5.726192474365234,nan
376,5.762784004211426,nan
377,5.70685338973999,nan
378,5.744710922241211,nan
379,5.739171981811523,nan
380,5.749719619750977,nan
381,5.794255256652832,nan
382,5.7279558181762695,nan
383,5.688877105712891,nan
384,5.708287239074707,nan
385,5.670182228088379,nan
386,5.6743011474609375,nan
387,5.744743824005127,nan
388,5.651051044464111,nan
389,5.729890823364258,nan
390,5.699431419372559,nan
391,5.6244001388549805,nan
392,5.709711074829102,nan
393,5.633223533630371,nan
394,5.671648025512695,nan
395,5.700106620788574,nan
396,5.676755905151367,nan
397,5.722830295562744,nan
398,5.685788631439209,nan
399,5.6550703048706055,nan
400,5.668706893920898,nan
401,5.673778533935547,nan
402,5.630776405334473,nan
403,5.713492393493652,nan
404,5.662964820861816,nan
405,5.698823928833008,nan
406,5.651120185852051,nan
407,5.60318660736084,nan
408,5.577977657318115,nan
409,5.590336799621582,nan
410,5.618520736694336,nan
411,5.615898132324219,nan
412,5.580883979797363,nan
413,5.616505146026611,nan
414,5.587947845458984,nan
415,5.56997013092041,nan
416,5.617738723754883,nan
417,5.678835868835449,nan
418,5.571341037750244,nan
419,5.630002021789551,nan
420,5.589289665222168,nan
421,5.6281633377075195,nan
422,5.595288276672363,nan
423,5.638607978820801,nan
424,5.6043877601623535,nan
425,5.5662150382995605,nan
426,5.563863277435303,nan
427,5.567164421081543,nan
428,5.574251651763916,nan
429,5.523949146270752,nan
430,5.597055912017822,nan
431,5.534151554107666,nan
432,5.5784831047058105,nan
433,5.564357757568359,nan
434,5.5580153465271,nan
435,5.541015148162842,nan
436,5.580247402191162,nan
437,5.4915666580200195,nan
438,5.524137496948242,nan
439,5.505178928375244,nan
440,5.510062217712402,nan
441,5.536179542541504,nan
442,5.489513874053955,nan
443,5.477231979370117,nan
444,5.502752304077148,nan
445,5.52337121963501,nan
446,5.460123062133789,nan
447,5.5047407150268555,nan
448,5.555903911590576,nan
449,5.56439208984375,nan
450,5.478641986846924,nan
451,5.516044616699219,nan
452,5.487905025482178,nan
453,5.480864524841309,nan
454,5.486739158630371,nan
455,5.458444595336914,nan
456,5.456262588500977,nan
457,5.518669128417969,nan
458,5.448449611663818,nan
459,5.476278305053711,nan
460,5.42694616317749,nan
461,5.4925761222839355,nan
462,5.502699375152588,nan
463,5.498117446899414,nan
464,5.451239585876465,nan
465,5.4491095542907715,nan
466,5.475621223449707,nan
467,5.4140825271606445,nan
468,5.421514511108398,nan
469,5.4854559898376465,nan
470,5.467132568359375,nan
471,5.424405097961426,nan
472,5.3986945152282715,nan
473,5.4520111083984375,nan
474,5.4236931800842285,nan
475,5.420237064361572,nan
476,5.457998275756836,nan
477,5.446560382843018,nan
478,5.482702255249023,nan
479,5.4428534507751465,nan
480,5.408636093139648,nan
481,5.376490116119385,nan
482,5.390525817871094,nan
483,5.424136161804199,nan
484,5.407158851623535,nan
485,5.430455684661865,nan
486,5.324491024017334,nan
487,5.40540885925293,nan
488,5.406944274902344,nan
489,5.414128303527832,nan
490,5.3701629638671875,nan
491,5.398525714874268,nan
492,5.375627517700195,nan
493,5.374603271484375,nan
494,5.370487213134766,nan
495,5.381546497344971,nan
496,5.368906021118164,nan
497,5.342974662780762,nan
498,5.386459827423096,nan
499,5.334778785705566,nan
500,5.328200340270996,5.326478004455566
501,5.334140777587891,nan
502,5.36445951461792,nan
503,5.331739902496338,nan
504,5.352354526519775,nan
505,5.316080093383789,nan
506,5.3274245262146,nan
507,5.338552951812744,nan
508,5.344602108001709,nan
509,5.350625038146973,nan
510,5.369288444519043,nan
511,5.308192253112793,nan
512,5.303164482116699,nan
513,5.308006286621094,nan
514,5.345571517944336,nan
515,5.321765422821045,nan
516,5.287274360656738,nan
517,5.255832195281982,nan
518,5.32004976272583,nan
519,5.241165637969971,nan
520,5.287352561950684,nan
521,5.270107746124268,nan
522,5.3064374923706055,nan
523,5.303915500640869,nan
524,5.304673194885254,nan
525,5.380067825317383,nan
526,5.272745609283447,nan
527,5.318402290344238,nan
528,5.25288724899292,nan
529,5.300863742828369,nan
530,5.250372886657715,nan
531,5.312963962554932,nan
532,5.249111652374268,nan
533,5.290796279907227,nan
534,5.25998592376709,nan
535,5.244327068328857,nan
536,5.244928359985352,nan
537,5.360813140869141,nan
538,5.205232620239258,nan
539,5.273648262023926,nan
540,5.293969631195068,nan
541,5.239459037780762,nan
542,5.210789680480957,nan
543,5.289511680603027,nan
544,5.2429351806640625,nan
545,5.2154083251953125,nan
546,5.236592769622803,nan
547,5.2584333419799805,nan
548,5.250516414642334,nan
549,5.220762252807617,nan
550,5.211551666259766,nan
551,5.191425323486328,nan
552,5.258852005004883,nan
553,5.2336039543151855,nan
554,5.183184623718262,nan
555,5.197359085083008,nan
556,5.182729721069336,nan
557,5.179023265838623,nan
558,5.185189247131348,nan
559,5.1762237548828125,nan
560,5.1608567237854,nan
561,5.140995502471924,nan
562,5.181224346160889,nan
563,5.149822235107422,nan
564,5.1177144050598145,nan
565,5.204492092132568,nan
566,5.146244525909424,nan
567,5.172562599182129,nan
568,5.195141315460205,nan
569,5.225717067718506,nan
570,5.200375080108643,nan
571,5.184185981750488,nan
572,5.208583354949951,nan
573,5.122527122497559,nan
574,5.174271583557129,nan
575,5.140669822692871,nan
576,5.120770454406738,nan
577,5.1559739112854,nan
578,5.175539016723633,nan
579,5.10825252532959,nan
580,5.146851539611816,nan
581,5.139995098114014,nan
582,5.110972881317139,nan
583,5.159185409545898,nan
584,5.218747615814209,nan
585,5.159154415130615,nan
586,5.1294331550598145,nan
587,5.095829963684082,nan
588,5.121098518371582,nan
589,5.050417423248291,nan
590,5.122997283935547,nan
591,5.137392520904541,nan
592,5.143877983093262,nan
593,5.128183364868164,nan
594,5.105898857116699,nan
595,5.1905412673950195,nan
596,5.143740653991699,nan
597,5.070917129516602,nan
598,5.119808197021484,nan
599,5.058629989624023,nan
600,5.089179515838623,nan
601,5.106367588043213,nan
602,5.1120734214782715,nan
603,5.1179046630859375,nan
604,5.091862201690674,nan
605,5.0448431968688965,nan
606,5.084188461303711,nan
607,5.080775260925293,nan
608,5.042745590209961,nan
609,5.077461242675781,nan
610,5.063078880310059,nan
611,5.076877117156982,nan
612,5.003332614898682,nan
613,5.023317337036133,nan
614,5.048823833465576,nan
615,5.045361518859863,nan
616,5.030783653259277,nan
617,4.984556198120117,nan
618,5.031205177307129,nan
619,5.070046424865723,nan
620,5.036345481872559,nan
621,5.048006534576416,nan
622,5.046584606170654,nan
623,5.106363296508789,nan
624,5.009411811828613,nan
625,5.002796649932861,nan
626,5.053872585296631,nan
627,5.015921592712402,nan
628,4.982176780700684,nan
629,5.007296085357666,nan
630,5.028674125671387,nan
631,5.04752254486084,nan
632,4.951398849487305,nan
633,4.972321510314941,nan
634,4.984037399291992,nan
635,4.986125469207764,nan
636,4.999855041503906,nan
637,5.024174690246582,nan
638,5.013309478759766,nan
639,5.03948974609375,nan
640,4.972391128540039,nan
641,5.0071611404418945,nan
642,4.914266586303711,nan
643,4.965954303741455,nan
644,5.048807621002197,nan
645,5.0189528465271,nan
646,4.951388835906982,nan
647,4.974382400512695,nan
648,4.941575050354004,nan
649,4.984943866729736,nan
650,4.968849182128906,nan
651,4.9623799324035645,nan
652,4.981645584106445,nan
653,4.994441986083984,nan
654,4.947205543518066,nan
655,4.99488639831543,nan
656,4.966839790344238,nan
657,4.946037769317627,nan
658,5.044365406036377,nan
659,4.942836761474609,nan
660,4.962804794311523,nan
661,4.9535980224609375,nan
662,4.906125545501709,nan
663,4.912168025970459,nan
