step,train_loss,val_loss
664,4.928619861602783,nan
665,4.892528057098389,nan
666,4.953957557678223,nan
667,4.8989644050598145,nan
668,4.947926998138428,nan
669,4.948583602905273,nan
670,4.891947269439697,nan
671,4.927886962890625,nan
672,4.919356346130371,nan
673,4.9333176612854,nan
674,4.92970085144043,nan
675,4.92012882232666,nan
676,4.90823221206665,nan
677,4.900547981262207,nan
678,4.883755683898926,nan
679,4.963992595672607,nan
680,4.913449764251709,nan
681,4.8812432289123535,nan
682,4.954192638397217,nan
683,4.873464107513428,nan
684,4.920639991760254,nan
685,4.96915340423584,nan
686,4.899873733520508,nan
687,4.864932537078857,nan
688,4.826025009155273,nan
689,4.90818977355957,nan
690,4.910485744476318,nan
691,4.848672389984131,nan
692,4.860640525817871,nan
693,4.924862861633301,nan
694,4.894618034362793,nan
695,4.867475986480713,nan
696,4.857108116149902,nan
697,4.869426250457764,nan
698,4.936891555786133,nan
699,4.848142623901367,nan
700,4.833713054656982,nan
701,4.850358009338379,nan
702,4.924097061157227,nan
703,4.982161045074463,nan
704,4.9333271980285645,nan
705,4.8625102043151855,nan
706,4.889475345611572,nan
707,4.871573448181152,nan
708,4.837634563446045,nan
709,4.84033727645874,nan
710,4.884453773498535,nan
711,4.835883140563965,nan
712,4.858318328857422,nan
713,4.927052021026611,nan
714,4.823016166687012,nan
715,4.864418029785156,nan
716,4.8646087646484375,nan
717,4.824772834777832,nan
718,4.828302383422852,nan
719,4.772299289703369,nan
720,4.834023952484131,nan
721,4.808066368103027,nan
722,4.823339462280273,nan
723,4.836945533752441,nan
724,4.829618453979492,nan
725,4.795856475830078,nan
726,4.802616596221924,nan
727,4.835625648498535,nan
728,4.838666915893555,nan
729,4.829189300537109,nan
730,4.785904407501221,nan
731,4.822625637054443,nan
732,4.812649250030518,nan
733,4.777587890625,nan
734,4.828305244445801,nan
735,4.804566383361816,nan
736,4.812387466430664,nan
737,4.7532477378845215,nan
738,4.757279872894287,nan
739,4.798756122589111,nan
740,4.751133441925049,nan
741,4.792715549468994,nan
742,4.738014221191406,nan
743,4.725432395935059,nan
744,4.726259231567383,nan
745,4.712135314941406,nan
746,4.769863605499268,nan
747,4.7266435623168945,nan
748,4.674063205718994,nan
749,4.700359344482422,nan
750,4.688239097595215,4.69816780090332
751,4.759694576263428,nan
752,4.725211143493652,nan
753,4.762152194976807,nan
754,4.7373127937316895,nan
755,4.7496490478515625,nan
756,4.7269768714904785,nan
757,4.742537975311279,nan
758,4.701193809509277,nan
759,4.727526664733887,nan
760,4.725298881530762,nan
761,4.709690093994141,nan
762,4.692404747009277,nan
763,4.705737113952637,nan
764,4.670989036560059,nan
765,4.685122966766357,nan
766,4.710227012634277,nan
767,4.736989498138428,nan
768,4.714366436004639,nan
769,4.702808856964111,nan
770,4.6678786277771,nan
771,4.67603063583374,nan
772,4.674379348754883,nan
773,4.684659004211426,nan
774,4.750339031219482,nan
775,4.686800479888916,nan
776,4.743801116943359,nan
777,4.692688465118408,nan
778,4.653878688812256,nan
779,4.608339786529541,nan
780,4.634248733520508,nan
781,4.61384916305542,nan
782,4.660518646240234,nan
783,4.6440653800964355,nan
784,4.638181209564209,nan
785,4.638583660125732,nan
786,4.5853166580200195,nan
787,4.583182334899902,nan
788,4.629637241363525,nan
789,4.628890037536621,nan
790,4.667161464691162,nan
791,4.696927547454834,nan
792,4.704379081726074,nan
793,4.6651716232299805,nan
794,4.630894184112549,nan
795,4.5651445388793945,nan
796,4.671950340270996,nan
797,4.632966041564941,nan
798,4.579644680023193,nan
799,4.60687780380249,nan
800,4.618461608886719,nan
801,4.615811347961426,nan
802,4.626813888549805,nan
803,4.6283745765686035,nan
804,4.6187334060668945,nan
805,4.586917400360107,nan
806,4.626116752624512,nan
807,4.6035075187683105,nan
808,4.597348690032959,nan
809,4.618978500366211,nan
810,4.6025238037109375,nan
811,4.590177536010742,nan
812,4.624782562255859,nan
813,4.5936174392700195,nan
814,4.630948543548584,nan
815,4.6257452964782715,nan
816,4.606223106384277,nan
817,4.535609722137451,nan
818,4.552044868469238,nan
819,4.545970916748047,nan
820,4.48237419128418,nan
821,4.557182312011719,nan
822,4.5224127769470215,nan
823,4.503949165344238,nan
824,4.559169769287109,nan
825,4.567570686340332,nan
826,4.508516311645508,nan
827,4.538243770599365,nan
828,4.548114776611328,nan
829,4.594154357910156,nan
830,4.523584842681885,nan
831,4.578578948974609,nan
832,4.554296493530273,nan
833,4.561444282531738,nan
834,4.5413408279418945,nan
835,4.491063117980957,nan
836,4.479629993438721,nan
837,4.454015254974365,nan
838,4.533978462219238,nan
839,4.468567848205566,nan
840,4.534245491027832,nan
841,4.517680644989014,nan
842,4.462824821472168,nan
843,4.4790215492248535,nan
844,4.481227874755859,nan
845,4.546800136566162,nan
846,4.4994683265686035,nan
847,4.506482124328613,nan
848,4.487919807434082,nan
849,4.479353904724121,nan
850,4.485762596130371,nan
851,4.505787372589111,nan
852,4.440670967102051,nan
853,4.4626030921936035,nan
854,4.515395641326904,nan
855,4.513147354125977,nan
856,4.446194648742676,nan
857,4.4700398445129395,nan
858,4.449507713317871,nan
859,4.468198299407959,nan
860,4.438232898712158,nan
861,4.439599990844727,nan
862,4.441697597503662,nan
863,4.399147033691406,nan
864,4.4275288581848145,nan
865,4.4631428718566895,nan
866,4.449774265289307,nan
867,4.4399285316467285,nan
868,4.466376304626465,nan
869,4.440359115600586,nan
870,4.489101409912109,nan
871,4.454399585723877,nan
872,4.468241214752197,nan
873,4.399972915649414,nan
874,4.442440032958984,nan
875,4.51258659362793,nan
876,4.454681396484375,nan
877,4.451840400695801,nan
878,4.441178321838379,nan
879,4.4248948097229,nan
880,4.441164493560791,nan
881,4.459890365600586,nan
882,4.444207191467285,nan
883,4.419948577880859,nan
884,4.363803863525391,nan
885,4.396982192993164,nan
886,4.437558174133301,nan
887,4.413807392120361,nan
888,4.352029800415039,nan
889,4.362499713897705,nan
890,4.477077484130859,nan
891,4.421941757202148,nan
892,4.400049209594727,nan
893,4.432919502258301,nan
894,4.403244972229004,nan
895,4.365825176239014,nan
896,4.38719367980957,nan
897,4.377486228942871,nan
898,4.409390926361084,nan
899,4.404571533203125,nan
900,4.37770938873291,nan
901,4.387990951538086,nan
902,4.368488788604736,nan
903,4.372583389282227,nan
904,4.355412483215332,nan
905,4.352743148803711,nan
906,4.331032752990723,nan
907,4.423507213592529,nan
908,4.364900588989258,nan
909,4.369266033172607,nan
910,4.385786056518555,nan
911,4.3168625831604,nan
912,4.311343193054199,nan
913,4.370059967041016,nan
914,4.354161739349365,nan
915,4.342127323150635,nan
916,4.36313533782959,nan
917,4.356450080871582,nan
918,4.328330993652344,nan
919,4.354816913604736,nan
920,4.343585014343262,nan
921,4.366838455200195,nan
922,4.346024036407471,nan
923,4.384690284729004,nan
924,4.346750259399414,nan
925,4.323721885681152,nan
926,4.3375630378723145,nan
927,4.321023464202881,nan
928,4.3580403327941895,nan
929,4.299045085906982,nan
930,4.3101420402526855,nan
931,4.323745250701904,nan
932,4.313235282897949,nan
933,4.530667304992676,nan
934,4.335705757141113,nan
935,4.380530834197998,nan
936,4.3318634033203125,nan
937,4.372857570648193,nan
938,4.369231224060059,nan
939,4.300915718078613,nan
940,4.3074493408203125,nan
941,4.3397111892700195,nan
942,4.306539058685303,nan
943,4.3036394119262695,nan
944,4.300849914550781,nan
945,4.3393354415893555,nan
946,4.302492618560791,nan
947,4.324748992919922,nan
948,4.297375679016113,nan
949,4.299074172973633,nan
950,4.26064395904541,nan
951,4.344970703125,nan
952,4.338360786437988,nan
953,4.281248092651367,nan
954,4.2800612449646,nan
955,4.272493362426758,nan
956,4.4449567794799805,nan
957,4.310257434844971,nan
958,4.311941623687744,nan
959,4.34385347366333,nan
960,4.277847766876221,nan
961,4.343542098999023,nan
962,4.345200538635254,nan
963,4.40623140335083,nan
964,4.322003364562988,nan
965,4.263791084289551,nan
966,4.3246612548828125,nan
967,4.314700126647949,nan
968,4.2927422523498535,nan
969,4.34437894821167,nan
970,4.317432403564453,nan
971,4.4633402824401855,nan
972,4.38277530670166,nan
973,4.3265862464904785,nan
974,4.302699089050293,nan
975,4.217616558074951,nan
976,4.3314595222473145,nan
977,4.26616096496582,nan
978,4.245766639709473,nan
979,4.397702217102051,nan
980,4.244865417480469,nan
981,4.241752624511719,nan
982,4.293269157409668,nan
983,4.190702438354492,nan
984,4.275999546051025,nan
985,4.210659503936768,nan
986,4.293361186981201,nan
987,4.268845558166504,nan
988,4.229901313781738,nan
989,4.269383430480957,nan
990,4.271605014801025,nan
991,4.250492095947266,nan
992,4.259322166442871,nan
993,4.238034248352051,nan
994,4.234119415283203,nan
995,4.266706943511963,nan
996,4.23300313949585,nan
997,4.252614498138428,nan
998,4.2145819664001465,nan
999,4.264898777008057,nan
1000,4.193017959594727,4.206756591796875
1001,4.2532477378845215,nan
1002,4.223843574523926,nan
1003,4.196382522583008,nan
1004,4.2418975830078125,nan
1005,4.2087883949279785,nan
1006,4.236786842346191,nan
1007,4.246150970458984,nan
1008,4.28037166595459,nan
1009,4.27238655090332,nan
1010,4.186757564544678,nan
1011,4.167318344116211,nan
1012,4.225348472595215,nan
1013,4.233699798583984,nan
1014,4.199954032897949,nan
1015,4.209745407104492,nan
1016,4.203554153442383,nan
1017,4.214467525482178,nan
1018,4.222778797149658,nan
1019,4.256472110748291,nan
1020,4.205469131469727,nan
1021,4.2353363037109375,nan
1022,4.205031394958496,nan
1023,4.2835588455200195,nan
1024,4.200109004974365,nan
1025,4.202154159545898,nan
1026,4.214147090911865,nan
1027,4.194913864135742,nan
1028,4.194482803344727,nan
1029,4.231669902801514,nan
1030,4.284157752990723,nan
1031,4.199353218078613,nan
1032,4.204940319061279,nan
1033,4.235528469085693,nan
1034,4.242438793182373,nan
1035,4.20350980758667,nan
1036,4.170921325683594,nan
1037,4.112587928771973,nan
1038,4.202198028564453,nan
1039,4.218142986297607,nan
1040,4.238182544708252,nan
1041,4.250894069671631,nan
1042,4.205484867095947,nan
1043,4.221462249755859,nan
1044,4.232285499572754,nan
1045,4.1987104415893555,nan
1046,4.165592193603516,nan
1047,4.120091915130615,nan
1048,4.159590721130371,nan
1049,4.164851665496826,nan
1050,4.154241561889648,nan
1051,4.172457695007324,nan
1052,4.167057037353516,nan
1053,4.185763835906982,nan
1054,4.164181232452393,nan
1055,4.219737529754639,nan
1056,4.150300025939941,nan
1057,4.174084186553955,nan
1058,4.178159236907959,nan
1059,4.133237838745117,nan
